transitions,activity_day,uuid,from_fips,to_fips
1748,01/04/21,73779082-daed-44d9-8735-9789b052c839,36047,36061
44,01/04/21,83e7a639-d8fc-4fb4-a971-943c7fb426e5,36033,36031
28654,01/04/21,83a1c933-09ce-42f5-a624-8ee3a19859f6,36029,36029
3227,01/04/21,fd5ca10b-fdc6-433d-b1a6-2daed401d202,36101,36101
85,01/04/21,0987eb86-e72f-4db0-a50e-36d8487c920b,36017,36007
76,01/04/21,b602c933-29cc-4555-bb40-2f001cd17a36,36071,36105
34,01/04/21,6223e7d7-64f5-4aab-bae1-754308ac981a,36067,36055
3014,01/04/21,f6d5a2f3-2c38-42af-99f7-c86fa0077901,36069,36069
3036,01/04/21,83bfa601-800b-48e1-a52f-b229175905da,36101,36101
65,01/04/21,4fcda456-c9e3-4669-a0cd-0ef1fb34a430,36007,36107
1421,01/04/21,b364ba0d-413c-48d8-816f-31f606e86b9e,36115,36115
37,01/04/21,0ea8ed46-ccd2-446a-8b59-3138db729b23,36121,36037
1743,01/04/21,51be8f37-913b-41a1-9558-247e8b55060a,36053,36053
2199,01/04/21,8024b810-7971-4ba8-9c6b-e0c5fcb0a707,36009,36009
291,01/04/21,46e8ad7c-97b4-485e-ab34-2ebd63a7773e,36059,36061
80,01/04/21,a966a650-1a21-4a33-8e96-3ec26b495b89,36001,36091
113,01/04/21,ce412993-f4ea-4e13-a920-1ff8bdce8198,36091,36083
45,01/04/21,cdd78d80-eff9-44bc-8d73-71b1c8728101,36071,36027
334,01/04/21,e7bcbf38-08f1-4e88-a5ed-71ee6cf5987c,36061,36081
48,01/04/21,a4a1b9de-6e52-4094-8755-b5a3e7ff2c6e,36055,36037
22,01/04/21,4bd9e4bb-654c-4c7a-a712-7d29e5e96d74,36051,36121
524,01/04/21,1dcc1aaf-174c-4a75-8a4b-bd930f433772,36005,36081
192,01/04/21,1607983d-9394-4066-bbfb-c83906778fde,36103,36061
31,01/04/21,15b0dc54-2f6b-42bb-95d8-36cf6c010e54,36065,36049
36,01/04/21,2e53c86d-6ca4-4cac-94e9-c885e63473b6,36119,36071
3854,01/04/21,bbc64f8f-3a54-4153-91cd-09cc2862b5e8,36013,36013
25,01/04/21,9055d84f-f334-4a81-92c7-009db62ca933,36067,36069
28,01/04/21,a909cae2-9fad-4dc5-bab9-880836fe7497,36057,36001
355,01/04/21,75fa3716-301a-4416-afba-06b5f7ed3f80,36055,36117
40,01/04/21,dbd67d50-d18b-40a1-90e5-4db327e1cb14,36117,36069
859,01/04/21,a455d07a-b99d-4a75-aeff-d293d0c6d879,36061,36047
82,01/04/21,d91fceb4-b519-4623-805b-3d3a5a2f5539,36063,36073
1341,01/04/21,a7b55351-1073-4524-ae2b-fbe9ade4da8b,36017,36017
30,01/04/21,03e7a702-403c-44f1-82b3-c643616068df,36061,36085
172,01/04/21,6485f086-3d46-461b-bf96-545b15db6c7c,36103,36081
461,01/04/21,7be2168c-4030-4866-850a-fb485a080883,36001,36093
28,01/04/21,c4c54d62-63c3-4c41-8759-10813ae1b298,36089,36033
24,01/04/21,d2c8ecbe-7389-4977-a89b-9721f49bc087,36037,36121
19834,01/04/21,39448a7e-47e7-46ed-8059-8d08c5b9031e,36055,36055
326,01/04/21,b7bf4d41-bfbe-46dd-a330-dbf4529ba509,36091,36001
114,01/04/21,7d25b80d-0245-4856-b3dc-29888cace82a,36055,36117
749,01/04/21,1bf0d813-39a8-434b-9454-3164180cb5d6,36059,36103
47,01/04/21,4ab352ca-d25b-4125-9c24-9ed3b0810f3d,36069,36123
17,01/04/21,8d2a3281-1fdc-465a-bfa0-291b6ac8d5b2,36043,36077
762,01/04/21,182b6e59-fccc-4fd2-a5d2-96695b157221,36121,36121
153,01/04/21,0af8abef-376c-4a44-a0ae-9b803cc0b0d2,36103,36047
61,01/04/21,2cf85b75-bef7-4027-806e-5a9a07540a12,36061,36085
853,01/04/21,a091cde1-2b51-4374-a924-b514b2453f4a,36099,36099
139,01/04/21,ee347a04-7e98-475a-80c7-381008cc57ba,36119,36087
3690,01/04/21,edb73833-d209-4984-bc32-e951a13ab4f1,36045,36045
2514,01/04/21,2c394415-aa11-4a19-8e8e-cb88030bb5da,36059,36081
50,01/04/21,a446e0e6-ea95-4802-96a1-74295f8a0d36,36071,36105
107,01/04/21,b5e40919-7363-4b1d-ba91-1668c945845e,36115,36091
29,01/04/21,c4e1ca17-6a76-47ce-9063-dcd71f0d5bd4,36093,36057
81,01/04/21,7cf02b59-88f4-4e47-9583-a6b068fc490c,36073,36055
180,01/04/21,dd0cae36-f74a-4ad9-a466-89d1c99ae058,36119,36027
63,01/04/21,c5b04108-161f-4d4f-b512-66a65bb11f49,36073,36063
27,01/04/21,50db82c2-581c-40c6-a958-441bc6d3492c,36077,36017
173,01/04/21,1518af62-9e46-4792-82ab-8fa215a6feb5,36005,36047
1920,01/04/21,5d74d30e-950c-4918-9020-3fde0ea3efd0,36113,36113
3895,01/04/21,a792e9f7-acdd-4b30-a607-55385e3e4dd4,36083,36083
28,01/04/21,3ead5770-4f22-4701-bf5e-174cfd355694,36067,36045
29,01/04/21,b26e9cf6-cc47-450a-b424-c72bb50fb125,36033,36089
1154,01/04/21,91524e2d-b9d4-4c28-8d68-cc2f4bfad2ac,36039,36039
67,01/04/21,845645fc-e359-4588-9217-14d62b094390,36107,36007
55,01/04/21,d619c03b-e136-43e1-897f-ca45affb4b22,36071,36119
32,01/04/21,0f4039b0-33a5-4816-9362-5aff925b2caa,36081,36085
22,01/04/21,a79a0b62-9b61-4a15-a671-6a51e7523e9b,36087,36081
21533,01/04/21,f4b64fd5-9c63-49de-9e38-b7a39ceffe75,36119,36119
40,01/04/21,cd24193e-f8fe-4c52-b544-2e9ee02db63e,36033,36031
986,01/04/21,e557a47b-74c2-4c23-90b7-b1137595d4f4,36031,36031
2890,01/04/21,2f9af0f3-388e-4ab4-9a62-42223865b6ee,36015,36015
35,01/04/21,fefb4622-8742-4b77-be8f-fdc24ecde09c,36091,36111
1351,01/04/21,90ccf2b3-cae9-42a6-9eeb-ed4ec48a26c0,36115,36115
40,01/04/21,444be9f1-9f0d-49c3-b822-9a28199b7196,36101,36051
110,01/04/21,91b43b91-f1c4-4ab3-8514-9e53271f052e,36119,36005
46,01/04/21,b8b0de34-7829-4cc7-aef6-252c6c9f5d91,36037,36029
34,01/04/21,05310f4f-0ab8-4c82-afb8-c0c5536920c5,36051,36069
135,01/04/21,ba143988-d3e8-4b73-8ff2-69e1cbd37e62,36047,36085
463,01/04/21,9708d121-db86-4fff-a7ee-4790c80fb57a,36119,36079
1245,01/04/21,092e44e5-5421-4ee7-981e-41ab107ab902,36021,36021
161,01/04/21,2a1741ec-2835-4172-a3e5-83a8ff11074b,36027,36079
70,01/04/21,1e9de2a0-1767-4901-9c9e-51da7489c715,36101,36003
3560,01/04/21,456a85b4-9616-48cf-a06b-b120cf14a4d2,36075,36075
2212,01/04/21,333dcb4a-8e90-4307-a58c-66552f4d7a19,36081,36047
29,01/04/21,3fc0c1ea-3bd1-465b-8242-75a0ae0849fd,36047,36119
46442,01/04/21,f212f967-3dae-4afd-a363-941bf4a5da3b,36059,36059
57,01/04/21,edddfbe3-eba1-4b90-b46a-2317afca67d4,36083,36021
62,01/04/21,f9c96d93-ff24-4767-91ae-9893934cd6d3,36067,36011
110,01/04/21,ff66a1e1-181c-4bab-a542-990b59149b68,36011,36067
179,01/04/21,5d401187-990d-4bf1-bcda-836a47099375,36071,36105
31,01/04/21,7d6f04f1-095d-43e2-9e6a-2eaafd99a49c,36039,36021
147,01/04/21,9834a87d-2068-4b28-9475-a19dadd5a767,36005,36103
65,01/04/21,5c23b658-fe60-417e-b6f4-bcf136283d9f,36059,36119
28,01/04/21,69bd11dc-8c73-416f-a561-3fddd199b59e,36037,36073
27,01/04/21,fdfc3a22-7ad1-48e6-a8bd-59e3e1d259c2,36067,36069
94,01/04/21,e53761c0-3aed-4e9f-b683-064600ce87fd,36013,36029
33,01/04/21,b1b610bf-c742-4593-9214-4519ca26a191,36071,36111
587,01/04/21,5f7a2973-355a-4b02-b679-c2c948fc4423,36123,36123
22,01/04/21,da2fcccf-6a8f-4355-997e-ea981ccb7e60,36093,36095
35,01/04/21,3a979bdb-d29b-4ce4-9bf5-fb25c606295c,36083,36001
23,01/04/21,62b12cba-9c88-4a13-bc0c-8a412c959787,36103,36047
148,01/04/21,5695209c-2ed4-4552-a87d-79a4fdcdd7bd,36071,36087
1239,01/04/21,fec9c966-0185-451f-a209-d11410205aa9,36005,36119
32,01/04/21,0d12641f-415e-459a-a54d-f43ee92fe8cd,36029,36121
84,01/04/21,f7345503-c8a5-4ecf-9332-116726033b09,36015,36101
26,01/04/21,0b7e3568-a98f-4ee2-ba70-63f72db31677,36085,36059
341,01/04/21,afc5de94-f54a-4d86-942d-f4a740d0903e,36083,36001
198,01/04/21,dd2b3f12-eb05-41ea-b302-e1cd7e47ea04,36001,36093
2966,01/04/21,9a589274-7f30-4496-b530-84031f76491a,36089,36089
459,01/04/21,33bf5dfb-be7a-437e-a64a-6717063fa431,36049,36049
58,01/04/21,d3d2b25d-3826-47e6-9ae3-d6c83c4954d3,36061,36103
28,01/04/21,91440410-6a2c-42dd-9704-5635c8bf088d,36061,36085
40,01/04/21,840b69fd-9fa3-4f30-b090-9c45dce082a5,36031,36033
45,01/04/21,3077182b-0638-48f7-b51d-0a3a7c8233e4,36107,36015
472,01/04/21,795c78a5-b207-43c7-bfc5-f4c66390b191,36119,36005
84,01/04/21,345dac1f-60ca-4b3c-bddd-998a60709616,36037,36055
59,01/04/21,2042da2a-7455-433e-ae4d-bb1b55063dc1,36071,36061
136,01/04/21,57568b12-70df-4281-893c-31cee6531d1e,36065,36053
182,01/04/21,b633f21c-e160-4f0b-8503-7094ce1aeed9,36113,36115
370,01/04/21,af0b819f-c885-4e81-b330-1367acfdbfe4,36029,36063
208,01/04/21,bddf26e9-db94-48cf-a051-322ea330c043,36103,36047
25,01/04/21,3edaabea-500c-4de4-9785-b4e92bc98de8,36025,36077
186,01/04/21,22d7d886-f430-49c8-aaec-17d26d9a2f30,36111,36027
41841,01/04/21,54db42c3-77df-4941-836a-baef96de7e55,36059,36059
152,01/04/21,e832a26f-9946-4d86-8913-f6a6fb0566f5,36061,36103
212,01/04/21,5e41ab3c-d8da-4c0c-809c-1b0ff88ea1f1,36111,36071
224,01/04/21,80c9f2e6-af16-4be6-89ec-257d476c3430,36061,36047
112,01/04/21,c5f00831-bbc9-474b-9e84-a5ac994ffbdd,36055,36073
88,01/04/21,e4e3c933-3739-427e-b497-a3da6509531f,36055,36037
2435,01/04/21,739f3a75-02d6-4e78-bc4b-bfa4b93a76e8,36079,36079
37210,01/04/21,a0b92de7-e7b4-4df3-b8f7-4512c314e03f,36005,36005
1819,01/04/21,66b2104c-e97f-44a1-a854-aad2f07f5f4d,36105,36105
36,01/04/21,e47584c4-d2f5-4d36-ad4e-7e21329b1169,36001,36111
65,01/04/21,0f25f1eb-01be-4a12-b935-e2d1bcea2069,36013,36009
107,01/04/21,f8602a5d-c717-4496-9d81-330050ba43e7,36035,36057
107,01/04/21,4a1e879b-e243-419a-a175-7ffee6d3b42a,36093,36001
73,01/04/21,e4999bf3-f886-470c-bb77-52d78ab3d1f4,36067,36053
43,01/04/21,d9f5f8fe-1c3f-4328-940e-42f11dfebeb9,36059,36047
244,01/04/21,aa55a8e8-4d27-48b2-a6aa-9da1d794f07d,36005,36081
12033,01/04/21,56790027-9b7b-4fb4-8b4c-513e647b995c,36067,36067
33,01/04/21,7b226509-4d48-42b6-88e3-a302feaf05e1,36087,36071
1919,01/04/21,7648914f-e7b9-4954-958b-073b1eadaad2,36105,36105
28,01/04/21,5638eb25-d47f-4eb2-a420-d89ca571f879,36009,36013
40,01/04/21,a93a976d-85ed-4033-8b85-1b23ece08ff2,36015,36107
421,01/04/21,c7d7144a-789c-40ce-931c-fb503f5ae506,36029,36063
45,01/04/21,15f65233-4b2c-414b-b066-80cd0269d058,36027,36021
137,01/04/21,6437ff19-b5de-4c21-9344-44944f137369,36107,36007
1056,01/04/21,493b5cd0-972e-4c81-859a-4b0dd9c30393,36017,36017
23,01/04/21,922b0f2c-3b8a-46d4-a242-e1ae9f14a552,36015,36107
91,01/04/21,29df7ccd-8c0c-41c6-9a4b-209efc39992a,36073,36055
26,01/04/21,fabaa8ee-4fb6-4428-be65-db2dee300206,36013,36009
248,01/04/21,3cb1b864-b6d1-41e0-9cf2-5b933bda1af7,36117,36055
41,01/04/21,f23ef287-c2b7-45a1-997e-fdef3e825bfd,36001,36021
27,01/04/21,2a3e437c-dbbb-4e03-990e-bc44a1dff2b7,36035,36043
28369,01/04/21,3fe134fe-007d-40b1-8ed4-122e72ff2434,36005,36005
253,01/04/21,089d0750-38bf-4fef-b7a9-09cf0d2fc364,36047,36059
48798,01/04/21,448fa7d7-3a04-4850-bf9e-7a4a2c4a7bef,36103,36103
21,01/04/21,924b916c-543b-40b6-962b-e54b6f5d0e81,36015,36097
80,01/04/21,418d1189-de00-451c-b1bb-3e4bd644e3b1,36105,36071
25,01/04/21,2a17d4c8-546e-4f22-889b-b928a206526a,36067,36065
32,01/04/21,8cf0d0a0-8b74-4c1d-8f39-158bca5fcb60,36087,36005
110,01/04/21,42557082-ada0-40cb-9dc6-434e62818130,36113,36091
40,01/04/21,f10a6aa2-6787-49d0-8ed2-5f7105e79e75,36055,36037
8728,01/04/21,0cf258d5-90c7-4931-9b4d-33c1c8256f92,36001,36001
28,01/04/21,30aa1e99-ed5e-4172-bfaf-a388bc9a2ef6,36097,36123
36,01/04/21,853eca2f-08df-47c0-8ffc-e834c85a0d1b,36061,36059
451,01/04/21,515a9931-f880-465b-8bca-c05a46d58aea,36119,36005
562,01/04/21,a13c4ae5-971f-42cd-9a37-7f3b297ba1d5,36095,36095
321,01/04/21,fb151fcc-2b16-4ef7-a76a-ad97d18f725c,36075,36067
15,01/04/21,bd8d8f54-4ad4-4e71-988d-ddf0aa1bfefc,36051,36037
250,01/04/21,11d7c3f3-e1f4-4e74-8a77-b7aa406b680b,36063,36029
418,01/04/21,8d994a4c-38c5-4e02-ba1d-330a1c7d81e7,36001,36091
53,01/04/21,38360472-25e4-455c-b386-74b6d5d82558,36031,36019
288,01/04/21,84aad76a-a1ed-4be3-81ad-ee7ab4b64c5d,36111,36071
172,01/04/21,8887146f-6161-4998-bd29-23aa3f4148cb,36067,36011
520,01/04/21,e134a0c2-fc93-494e-998b-fbd0a10daac8,36049,36049
592,01/04/21,26d59f35-21e4-41a0-9900-f7d0cfd50204,36095,36095
82,01/04/21,0d9a6e86-8aef-4674-884c-0b212b1957a1,36003,36009
1274,01/04/21,a4aefddf-7c4f-434f-a65c-60245b8b5bb6,36077,36077
29,01/04/21,afb58f24-21d5-4a84-9065-192f871e8d7b,36093,36083
21,01/04/21,ecc497ae-6797-4b19-9d79-a4abd1808807,36091,36057
954,01/04/21,e3ca29f7-9709-436a-a065-98addb7f3fe7,36119,36005
34,01/04/21,7c196de2-e6ef-440e-83f0-bb18d83220ce,36069,36099
16,01/04/21,358e9cde-dff3-4761-afd6-501fb88704c9,36043,36035
9150,01/04/21,3bf724dd-af87-4311-9258-ac134b208915,36001,36001
1629,01/04/21,55e78248-2817-4d0e-aac8-c772f3131029,36005,36061
713,01/04/21,9f1b2222-b735-4f7e-ac0a-83639a862e2f,36031,36031
481,01/04/21,76a1e687-2fe4-4594-89b4-864bf37abb3b,36083,36001
92,01/04/21,9513c586-534c-4c2e-867e-5b82cd2a7a2c,36025,36077
25,01/04/21,0ce16cc7-07da-491c-99f6-f4e02f3b95f5,36111,36105
29,01/04/21,f5859865-db9a-424f-9880-287f69e784a2,36067,36055
66,01/04/21,04b2c84a-c102-4e9a-bfec-f8223a2369a4,36119,36079
2502,01/04/21,5ec3cd29-ea76-4def-b23e-f24a5e81205d,36089,36089
69,01/04/21,892aeff4-4107-4efc-a70e-a34bf5d47e56,36005,36047
67,01/04/21,31590bc1-af7a-4b33-b5b3-e061478b4e2c,36093,36091
47,01/04/21,418a6698-70f3-4597-a952-08f6d2c15415,36101,36097
244,01/04/21,1ba75bf7-f640-48da-a2a0-0717f4ce5599,36061,36005
29,01/04/21,93d2a702-6c90-4a57-90ef-b47ff22185fa,36073,36037
2348,01/04/21,5fda6cad-acc6-4b5c-bf0d-4088441f5342,36101,36101
31,01/04/21,16a5db2f-a8e0-48ae-a416-04b52cbf0267,36089,36033
195,01/04/21,36a41929-6b09-4bbc-b534-da51fa274ef7,36081,36103
43,01/04/21,2b02a1a0-32b7-4462-a83e-d3ca231502f7,36063,36029
3200,01/04/21,8d534712-400b-40d1-ad27-4ca9564c3259,36111,36111
67,01/04/21,b7e6c3e9-d1ac-4be3-a616-e680b746dc43,36061,36119
55,01/04/21,62b087d6-5679-40df-ab77-98de5b464c99,36049,36045
514,01/04/21,7fa33bbe-dfc0-4bfe-ad55-040a8a8d00be,36081,36061
20,01/04/21,0d0d2d6d-d1da-491e-8d19-b3266cb46684,36123,36101
213,01/04/21,6f9eb3ba-6186-4c6b-8c1e-0b47a7a92285,36071,36105
1023,01/04/21,6180c55f-7062-4c58-8990-2136596459fe,36005,36119
1092,01/04/21,2c6579bf-2f14-4874-89d3-529545393d86,36023,36023
124,01/04/21,43cfd793-782b-4a83-931e-e5d0ad95c343,36077,36025
585,01/04/21,0dd50a2f-6748-485e-80bc-d6c46d6d15b6,36049,36049
44,01/04/21,bea6983c-7b1e-4a49-b848-5d5a0703f058,36119,36059
1289,01/04/21,994cf68b-eb9c-47b0-84d4-b457cdb8ef15,36115,36115
977,01/04/21,2cb49b4f-5886-4d17-8c07-b090207178ce,36047,36085
60,01/04/21,128392f5-ec9e-422e-81f4-910fdd36e0dd,36119,36047
202,01/04/21,6925e81a-84cb-4ae7-b56d-550e620b61ec,36101,36015
113,01/04/21,01c08ecb-8aba-421e-8b62-0bcbd263e980,36055,36029
77,01/04/21,bc791519-e529-4a24-b617-dfc52ea145e1,36117,36055
1345,01/04/21,eae7394f-0b97-4296-972c-41a394edea97,36077,36077
2671,01/04/21,6d39f8aa-976c-4270-8629-d55fb70117a1,36061,36047
181,01/04/21,76bedab7-b984-40ce-86b6-b68e907eea53,36027,36111
41,01/04/21,5f6c7c85-2329-4a58-a611-4c15b9c6c5e4,36017,36025
43,01/04/21,da76995b-5da7-4753-9db1-78380053cf4d,36073,36037
437,01/04/21,50596a80-2947-47f1-8ba8-f01caefcf4bb,36095,36095
279,01/04/21,5f9c06d4-9831-4637-9c8b-0da630c0cd51,36071,36111
125,01/04/21,643e1efd-796a-4d74-921e-29658bdf0c4a,36029,36037
121,01/04/21,ca4c4aa3-980d-4e37-80df-1a3af1643ec0,36041,36041
77,01/04/21,1667b166-53e9-4588-8b86-09572fd05b0a,36007,36107
36,01/04/21,ff4b3528-a3f9-4569-93b2-4f48734a898e,36031,36113
36,01/04/21,479a3823-c18c-44f4-b314-1ffba43fd05a,36081,36085
38,01/04/21,38ad4025-b4b9-4ebd-9e6f-088f9ba76e4e,36069,36051
45,01/04/21,d274b36b-69f2-4dbf-a2b3-849d43fe3925,36083,36091
27,01/04/21,41bce47b-843a-49d4-bfb5-efb4310308a8,36059,36119
41,01/04/21,cef6e068-566f-4551-af93-0e54f05ef7cf,36045,36075
18,01/04/21,ea8f8215-d6f9-4b86-a91e-f398e527b408,36011,36075
1264,01/04/21,2d6d0fe2-8945-4d3b-accf-e372fe859be0,36037,36037
674,01/04/21,734d8359-e43a-4718-8b97-ffff68bce6e6,36099,36099
77,01/04/21,4bfe2ec1-2cdd-4703-87f5-0a33e6b67ad2,36027,36071
2704,01/04/21,5cb6c612-20d6-4071-968c-192983c5f970,36103,36059
68,01/04/21,e5fc78d9-4a23-4bea-b6bf-cf341fdf86ae,36059,36005
657,01/04/21,c7382491-ce76-4931-9501-89379dddb5f9,36123,36123
18,01/04/21,9f43c7ce-3a07-4519-9d2b-3536a408a61f,36001,36093
87,01/04/21,448cb1da-f580-4926-95cd-8aca33244c30,36083,36091
87,01/04/21,d9053733-5038-431a-9291-df1edd589193,36061,36085
24,01/04/21,04992260-6923-4c7f-82cc-36c7c076b79a,36107,36109
1325,01/04/21,61b3ce11-2d8f-4841-9e5f-7a909543f380,36103,36059
274,01/04/21,6ebdad8e-e96c-4f49-96c1-92d1f40435c3,36091,36001
106,01/04/21,39b96431-32c1-4344-8bd8-efd08e2e2bca,36047,36061
1483,01/04/21,0952cce5-2ccf-4218-969c-0626971c76cd,36051,36051
51099,01/04/21,5c8778aa-b613-4c00-8671-ac8c15307c74,36081,36081
3522,01/04/21,40bbc965-c98d-4af8-80f3-c121ff2732b0,36081,36059
21,01/04/21,b9cf014c-0f19-4b3b-8645-21bca7985de8,36117,36011
1347,01/04/21,57040097-23e0-4d0b-bb79-bb55d317748f,36077,36077
55,01/04/21,8cb3066d-e168-4128-8d16-8e1e657b8e4c,36085,36061
24,01/04/21,172d8415-ba86-484c-9374-ac1a64b38c77,36067,36109
230,01/04/21,040b24d6-2f47-4479-97d4-3b774c2eb3b3,36079,36119
33,01/04/21,dba94cd2-a38d-411f-9d81-82472d685719,36103,36005
24,01/04/21,01365bd9-2359-40d1-be73-b5c5ce8ba17b,36067,36065
111,01/04/21,75616453-dd1c-4f1b-9345-11b8ab620be1,36029,36055
1325,01/04/21,c14ef9b5-b5df-42dc-9b0a-13950d67a742,36115,36115
22,01/04/21,d2ed477a-daf2-42a8-8c27-66c3a92f5603,36077,36017
34,01/04/21,7bd2ed88-4491-4ae9-96c2-873f0f0a591c,36005,36071
16,01/04/21,244063b6-064c-4a7f-b380-5b34bf8e9ef8,36099,36109
910,01/04/21,0380c250-f015-4b6b-9e67-48d2f4831e15,36099,36099
60,01/04/21,40658d3c-aa26-4ec9-8eab-eaa9019dd4b9,36055,36073
153,01/04/21,5e083e66-e42c-43ce-a13c-6860390e4633,36069,36117
25,01/04/21,5742e940-2c14-4d86-ac06-8c17e69dc986,36029,36121
209,01/04/21,50df7ee2-ef95-48fb-bb8d-369ad426721b,36093,36091
55,01/04/21,cd6ced71-146a-42be-9ab7-292023a3c148,36111,36027
194,01/04/21,fe4a7d85-c027-4cf3-845b-b23be80e3bde,36071,36027
110,01/04/21,2f41b154-19bc-4c8e-9170-8b94d48851af,36047,36059
47,01/04/21,566bcef8-b9bb-4f79-a8d7-80546c6afab2,36011,36067
145,01/04/21,58f413cf-76d2-4d0e-b47f-fa1b97361eff,36069,36055
172,01/04/21,4ee7d7cb-e6db-4023-9392-bbfd1d98ed93,36027,36071
28,01/04/21,ecfe5014-00a9-4acd-8cba-4b1d6b6dafb6,36043,36035
57,01/04/21,98b5cd6e-4fef-40cf-8b1e-71cecb15429e,36091,36083
111,01/04/21,c9dcc239-ad87-4e2a-8e60-ca60770ae72e,36087,36071
80,01/04/21,7907652d-f0d8-43db-95e5-cf81f1454ca1,36099,36069
2550,01/04/21,4a62533e-41cc-4215-b49a-61eee5fca127,36047,36081
28,01/04/21,9784831e-d2f0-435e-9547-a36e936a171e,36047,36119
27,01/04/21,2a1cc8a4-793c-4e1a-9cd2-670e2b4792aa,36005,36085
176,01/04/21,e1bdc2a8-b41a-4639-ad8e-97f2b6784ec4,36047,36103
14,01/04/21,0e8b599b-0da3-40e7-8e63-0b697794dddc,36011,36109
3730,01/04/21,2a6162ae-a2d8-4bd0-8e0b-5028a29ba763,36111,36111
165,01/04/21,0b5bcc72-f312-426f-9eef-f83f4e478bc9,36055,36051
1265,01/04/21,27c451da-2693-47bb-ae8d-f8fb98c3eda0,36107,36107
51,01/04/21,645dcb47-2e9a-44e2-8423-8f56b6d9b541,36027,36079
110,01/04/21,65075817-01d2-4ce9-be08-3afe9a7e0fe1,36065,36053
1119,01/04/21,e9ae9915-1f13-4c94-91bd-3d204d73ab0f,36039,36039
202,01/04/21,dbf6f3e1-ac97-436b-bd1e-acae078bb481,36005,36061
1954,01/04/21,8497f9f6-f9bc-48c2-874e-f38ed4d26181,36011,36011
34,01/04/21,3640246b-82cd-4dc9-bd03-296007cdb032,36009,36121
56,01/04/21,c11f1b4e-aaac-4dd4-80d6-fe892959b404,36091,36083
20,01/04/21,6b22d265-a140-44d7-8b9e-7982dc6e33ff,36071,36079
36,01/04/21,cc0ec7d1-7584-4bed-be83-61e68e5aa9aa,36033,36089
1735,01/04/21,1f910ae7-004c-41b8-ba4d-e0a0ef5575c9,36051,36051
94,01/04/21,83cd9e05-4857-4568-9d1b-b17ee269d385,36009,36003
25,01/04/21,7321668c-ee9d-48db-b321-c96f4f3403b6,36075,36011
19566,01/04/21,d29e744d-bb0f-40cc-aab4-ddc19236d51d,36119,36119
55,01/04/21,78797c8a-14c4-46bf-b711-7aa9642c5c1c,36069,36123
69,01/04/21,57e08512-e873-418a-94c0-1c5f419a54bb,36027,36111
77,01/04/21,649f0a74-1469-495c-96cb-738151bad3da,36045,36049
37,01/04/21,49662cc2-e35e-4343-be39-050b5d7e3a6d,36001,36039
36,01/04/21,852042fa-969a-4404-9681-364815aa9a42,36053,36017
16594,01/04/21,62cc205a-8caf-4037-9cb7-00015339339a,36085,36085
1344,01/04/21,8b386032-1cf8-4e93-8401-71e65ca0744f,36057,36057
1782,01/04/21,00c1e021-d5e8-4d03-8dcb-ec31a59496dc,36053,36053
137,01/04/21,1066fa1c-11be-4893-b5a9-5c131cdd75ac,36055,36117
35,01/04/21,c271d2db-58d2-4e78-bc0a-9172217b4630,36001,36083
25,01/04/21,362823f6-32ab-46c7-88f6-a9ff6888c4b6,36117,36099
111,01/04/21,a2808da9-3f69-4cbd-a997-74765873e8e4,36055,36029
42,01/04/21,d6aebe5c-37fa-4b5f-91ba-9db8fdd60e8b,36029,36121
992,01/04/21,f8f15515-adb0-47ab-80be-838604c291f4,36025,36025
228,01/04/21,f1e21694-c6fe-48da-8d56-dcce053dbd41,36119,36087
134,01/04/21,be6f6d76-8f71-42a8-9dd9-5108c428e8ef,36001,36091
206,01/04/21,26e94c3a-35e4-4fe8-b666-fd77dfd639c9,36015,36101
1377,01/04/21,656d9139-f662-46ba-9a09-a812c8b7bb3a,36005,36061
91,01/04/21,88af4aed-35ec-4c98-a6cc-96e69e900570,36065,36067
2099,01/04/21,0fdd07f4-cf51-4f42-abcc-dfe977620979,36047,36081
43,01/04/21,450ac03e-a241-4099-b76c-cd42766aa04f,36121,36029
51,01/04/21,970b0e58-9476-44e4-a4d4-7d37d7bb6ef7,36067,36007
68,01/04/21,87530096-cffa-4a27-b3a4-ed131d7ee8d3,36071,36119
183,01/04/21,bc8b6f97-9db6-4501-a88f-173b1148e671,36111,36027
52,01/04/21,9828e21e-f8f7-45c0-a917-58291992351d,36015,36097
1667,01/04/21,475daf3c-d22e-4818-89e5-55667ccc2973,36081,36061
34,01/04/21,5cf30706-023d-4e31-9140-832b9e358485,36021,36001
36,01/04/21,94656735-d7d7-46a1-9adf-e16d795b2440,36011,36075
105,01/04/21,7f2b963e-363b-4497-ae60-019a241a66d3,36027,36119
55,01/04/21,ac73f803-4e69-4ecf-ac5d-a74910681106,36035,36057
4171,01/04/21,9074442a-934f-44f1-86aa-72c9d61871a8,36083,36083
3225,01/04/21,b6fa555e-424f-44ee-98fb-13272b066943,36059,36103
86,01/04/21,ba14f63b-d824-4d6a-9735-bb0601e75dc5,36003,36101
55,01/04/21,74913d1f-33f2-48f8-81ac-4dffbc552af3,36087,36005
287,01/04/21,9a4aa8ff-dd11-4c18-8f83-34c6e3e05e37,36059,36061
23,01/04/21,84aee226-b2a7-40ce-9eda-2fa87cc56419,36119,36047
167,01/04/21,2ee3fd9d-4ce9-4ce8-9b3b-f0376bb35a21,36043,36065
32,01/04/21,36998201-f3c0-4d80-968b-6978c1c34a6b,36051,36121
